name,SMILES,molecular_formula,MW,InChIKey,PubChem_CID,cho_class,xtb_risk
"2,3-difluoro-3-[3-[6-formyl-3-oxo-8-(trifluoromethyl)imidazo[1,5-a]pyridin-2-yl]cyclohexa-1,5-dien-1-yl]-N-methanimidoyl-N-methylbutanimidamide",CC(C1=CC(CC=C1)N2C=C3C(=CC(=CN3C2=O)C=O)C(F)(F)F)(C(C(=N)N(C)C=N)F)F,C21H20F5N5O2,469.4,KTNLOKWREAZKEO-UHFFFAOYSA-N,174319628,aromatic_hetero,
"2-[(Z)-[3-[(Z)-2-aminoethenyl]imino-7-methyl-1-oxo-2-[[5-(trifluoromethyl)furan-2-yl]methyl]-2,7-diazaspiro[4.4]nonan-6-ylidene]methyl]furan-3-carbaldehyde",CN\1CCC2(/C1=C/C3=C(C=CO3)C=O)CC(=N/C=C\N)N(C2=O)CC4=CC=C(O4)C(F)(F)F,C22H21F3N4O4,462.4,UYAAPKUAWFEOMC-FUZSOAMUSA-N,143657260,aromatic_hetero,
[(4-formylfuran-2-yl)methylsulfanyl-methylsulfanylmethylidene]cyanamide,CSC(=NC#N)SCC1=CC(=CO1)C=O,C9H8N2O2S2,240.3,FDSXSRYZPDCPQI-UHFFFAOYSA-N,134891504,aromatic_hetero,
3-chloro-N-[[4-chloro-3-(3-chloro-5-cyanophenoxy)-2-fluorophenyl]methyl]-5-formyl-1H-pyrrole-2-carboxamide,C1=CC(=C(C(=C1CNC(=O)C2=C(C=C(N2)C=O)Cl)F)OC3=CC(=CC(=C3)C#N)Cl)Cl,C20H11Cl3FN3O3,466.7,RKVQQDBUWOUWDA-UHFFFAOYSA-N,59451384,aromatic_hetero,
"1-oxo-2,4,8,9-tetraoxa-1lambda5-phosphatricyclo[4.2.1.03,7]nona-3(7),5-diene-5-carbaldehyde",C(=O)C1=C2C3=C(O1)OP(=O)(O2)O3,C5HO6P,188.03,ULLUEVQGVZGWKG-UHFFFAOYSA-N,163359820,aromatic_hetero,phosphorus
"3-[[6-[4-[(E)-2-cyanoethenyl]-2,6-dimethylphenoxy]-7-(difluoromethyl)-8-formylpurin-2-yl]amino]bicyclo[1.1.1]pentane-1-carbonitrile",CC1=CC(=CC(=C1OC2=NC(=NC3=C2N(C(=N3)C=O)C(F)F)NC45CC(C4)(C5)C#N)C)/C=C/C#N,C24H19F2N7O2,475.4,AOAQZKWUBWZSML-ONEGZZNKSA-N,177248043,aromatic_hetero,
"N'-[4-(dimethylamino)-2-formyl-6-methylthieno[2,3-b]pyridin-3-yl]-N-(3-fluoro-5-methoxycyclohepta-1,3,6-trien-1-yl)methanimidamide",CC1=CC(=C2C(=C(SC2=N1)C=O)N=CNC3=CC(=CC(C=C3)OC)F)N(C)C,C20H21FN4O2S,400.5,WWDUUWMAMYKNAG-UHFFFAOYSA-N,143487905,aromatic_hetero,
"4,6-ditert-butyl-5-(2-methoxyethoxymethyl)pyrimidine-2-carbaldehyde",CC(C)(C)C1=C(C(=NC(=N1)C=O)C(C)(C)C)COCCOC,C17H28N2O3,308.4,FGHMKRFOAWTXBQ-UHFFFAOYSA-N,19007139,aromatic_hetero,
"4,5-dibromo-2-ethenylpyrazole-3-carbaldehyde",C=CN1C(=C(C(=N1)Br)Br)C=O,C6H4Br2N2O,279.92,SADZSDOXYCZLON-UHFFFAOYSA-N,71445934,aromatic_hetero,
"6-methyl-9-methylidene-2-oxo-7,8-dihydroazuleno[4,5-b]furan-3-carbaldehyde",CC1=C2CCC(=C)C2=C3C(=C(C(=O)O3)C=O)C=C1,C15H12O3,240.25,PATCUDSVUMFCMB-UHFFFAOYSA-N,178999,aromatic_hetero,
"7-[4-[4-(2,3-dichlorophenyl)piperazin-1-yl]butoxy]pyrazolo[1,5-a]pyridine-3-carbaldehyde",C1CN(CCN1CCCCOC2=CC=CC3=C(C=NN32)C=O)C4=C(C(=CC=C4)Cl)Cl,C22H24Cl2N4O2,447.4,ZHLBCCKGUNFWNS-UHFFFAOYSA-N,25072946,aromatic_hetero,
"4-[(2-fluoro-6-phosphanylphenyl)methoxymethyl]-3-[(Z)-3-(pyrazolo[1,5-a]pyridin-2-ylmethylamino)prop-2-enyl]-1H-pyrrole-2-carbaldehyde",C1=CC2=CC(=NN2C=C1)CN/C=C\CC3=C(NC=C3COCC4=C(C=CC=C4P)F)C=O,C24H24FN4O2P,450.4,NGJFMEISBLSZOG-WTKPLQERSA-N,143911530,aromatic_hetero,phosphorus
2-benzylsulfanyl-7-chloro-4-oxothiochromene-3-carbaldehyde,C1=CC=C(C=C1)CSC2=C(C(=O)C3=C(S2)C=C(C=C3)Cl)C=O,C17H11ClO2S2,346.9,JSLUDRXYBVZUHQ-UHFFFAOYSA-N,15933608,aromatic_hetero,
1-methyl-5-[3-[[2-methyl-3-sulfanylidene-5-(trifluoromethyl)-1H-pyrazol-4-yl]methylideneamino]propylsulfanyl]-3-(trifluoromethyl)pyrazole-4-carbaldehyde,CN1C(=C(C(=N1)C(F)(F)F)C=O)SCCCN=CC2=C(NN(C2=S)C)C(F)(F)F,C15H15F6N5OS2,459.4,OZLPDIJFPFDYCA-UHFFFAOYSA-N,136590498,aromatic_hetero,
methyl (Z)-6-[[3-formyl-4-(3-methoxy-3-oxopropyl)pyrrol-1-yl]amino]-6-oxohex-2-enoate,COC(=O)CCC1=CN(C=C1C=O)NC(=O)CC/C=C\C(=O)OC,C16H20N2O6,336.34,LKHTWDMEDPSUTJ-XQRVVYSFSA-N,134864855,aromatic_hetero,
4-(3-fluoro-2-methoxyanilino)-2-[2-(methylamino)ethyl]-5-[3-[2-(2-methylazetidin-2-yl)ethynyl]-4-pyridinyl]-1H-pyrrole-3-carbaldehyde,CC1(CCN1)C#CC2=C(C=CN=C2)C3=C(C(=C(N3)CCNC)C=O)NC4=C(C(=CC=C4)F)OC,C26H28FN5O2,461.5,XXHZJYMUKJRJAK-UHFFFAOYSA-N,163224209,aromatic_hetero,
"5-[[(3S,3'R,4'S,5'S,6'R)-6-chloro-3',4',5'-trihydroxy-6'-methylspiro[1H-2-benzofuran-3,2'-oxane]-5-yl]methyl]thiophene-2-carbaldehyde",C[C@@H]1[C@H]([C@@H]([C@H]([C@@]2(O1)C3=CC(=C(C=C3CO2)Cl)CC4=CC=C(S4)C=O)O)O)O,C19H19ClO6S,410.9,BHTLHZMGGQDGNV-UVICMKTJSA-N,134469646,aromatic_hetero,
"8,8-difluoro-12-hydroxy-15-oxa-5,6,10-triazatetracyclo[15.4.0.02,6.09,14]henicosa-1(17),2,4,9,11,13-hexaene-13-carbaldehyde",C1CCC2=C(C1)COC3=C(C(=CN=C3C(CN4C2=CC=N4)(F)F)O)C=O,C18H17F2N3O3,361.3,AEGUHWZRNBNKPX-UHFFFAOYSA-N,123190209,aromatic_hetero,
1-hydroxy-3-oxidoimidazol-3-ium-2-carbaldehyde,C1=C[N+](=C(N1O)C=O)[O-],C4H4N2O3,128.09,ZUSWXHJGMQXJMZ-UHFFFAOYSA-N,45075979,aromatic_hetero,n_oxide
"4-[2-[[(E)-1-(methylamino)-2-nitroethenyl]amino]ethylsulfanylmethyl]-1,3-thiazole-2-carbaldehyde",CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)C=O,C10H14N4O3S2,302.4,IXYTYSQUTIMGMD-RUDMXATFSA-N,171115102,aromatic_hetero,nitro
"3-[(2S)-2,6-diaminohexanoyl]-1H-pyrrole-2-carbaldehyde",C1=CNC(=C1C(=O)[C@H](CCCCN)N)C=O,C11H17N3O2,223.27,VRYYZDLRQXOJJG-VIFPVBQESA-N,54407796,aromatic_hetero,
"(4-nitrophenyl)methyl (2S,3S,5R)-3-[(4-formyltriazol-2-yl)methyl]-3-methyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",C[C@@]1([C@@H](N2[C@H](S1)CC2=O)C(=O)OCC3=CC=C(C=C3)[N+](=O)[O-])CN4N=CC(=N4)C=O,C18H17N5O6S,431.4,YZIMYPIKQQLWGE-RYRKJORJSA-N,15159425,aromatic_hetero,nitro
"1-(7-amino-5,8-dioxoquinolin-2-yl)-4-methyl-9H-pyrido[3,4-b]indole-3-carbaldehyde",CC1=C(N=C(C2=C1C3=CC=CC=C3N2)C4=NC5=C(C=C4)C(=O)C=C(C5=O)N)C=O,C22H14N4O3,382.4,UAXYEHKVGLNTEO-UHFFFAOYSA-N,44300485,aromatic_hetero,
"1-(4,6-dichloro-5-formylpyrimidin-2-yl)-5-oxopyrrolidine-3-sulfonyl fluoride",C1C(CN(C1=O)C2=NC(=C(C(=N2)Cl)C=O)Cl)S(=O)(=O)F,C9H6Cl2FN3O4S,342.13,HAGNAVAHVWMORZ-UHFFFAOYSA-N,168716207,aromatic_hetero,
"3-[(E)-4-[[2-amino-2-(4-methyl-1,3-thiazolidin-2-ylidene)ethylidene]amino]-9-fluorodec-7-en-5-yl]sulfanyl-5-methylpyridine-2-carbaldehyde",CCCC(C(C/C=C/C(C)F)SC1=C(N=CC(=C1)C)C=O)N=CC(=C2NC(CS2)C)N,C23H33FN4OS2,464.7,HDZGAFZEWVWAID-OCXLVYGLSA-N,173909965,aromatic_hetero,
2-[1-(2-bromo-4-fluoro-5-iodophenyl)-3-ethyl-5-formyl-2-oxo-4-pyridinyl]acetonitrile,CCC1=C(C(=CN(C1=O)C2=CC(=C(C=C2Br)F)I)C=O)CC#N,C16H11BrFIN2O2,489.08,OVQOMMIFSWUDAN-UHFFFAOYSA-N,156703529,aromatic_hetero,
"7-[2-[(3-fluoro-2,3-dihydropyridin-2-yl)amino]-4-iminobutyl]-8-propyl-[1,2,4]triazolo[1,5-c]pyrimidine-2-carbaldehyde",CCCC1=C(N=CN2C1=NC(=N2)C=O)CC(CC=N)NC3C(C=CC=N3)F,C18H22FN7O,371.4,OAGVLGXDFSOXTF-UHFFFAOYSA-N,88272005,aromatic_hetero,
"2-[(2-amino-5-carbamoyloxy-3,4-dihydroxypentanoyl)amino]-2-[5-(5-formyl-2-oxo-1H-imidazol-3-yl)-3,4-dihydroxyoxolan-2-yl]acetic acid",C1=C(NC(=O)N1C2C(C(C(O2)C(C(=O)O)NC(=O)C(C(C(COC(=O)N)O)O)N)O)O)C=O,C16H23N5O12,477.38,OSWKWKBETDCHCA-UHFFFAOYSA-N,216480,aromatic_hetero,
"2-formyl-5-(trifluoromethyl)-1,3-oxazole-4-carboxylic acid",C(=O)C1=NC(=C(O1)C(F)(F)F)C(=O)O,C6H2F3NO4,209.08,AHWCYGKADOXHPH-UHFFFAOYSA-N,83383399,aromatic_hetero,
"3-[1-[(4,4-difluorocyclohexyl)methyl]triazol-4-yl]-1-methyl-4-[2-[methyl-[(1-propylsulfanylcyclopropyl)methyl]amino]ethyl]pyrazole-5-carbaldehyde",CCCSC1(CC1)CN(C)CCC2=C(N(N=C2C3=CN(N=N3)CC4CCC(CC4)(F)F)C)C=O,C24H36F2N6OS,494.6,ZXKDESGDUVQIOS-UHFFFAOYSA-N,156219477,aromatic_hetero,
"5-[(Z)-3-amino-2-(3-fluoro-5-methyl-2H-pyridin-1-yl)prop-2-enethioyl]-4-(2,2,2-trifluoroethylamino)pyridine-2-carbaldehyde",CC1=CN(CC(=C1)F)/C(=C\N)/C(=S)C2=C(C=C(N=C2)C=O)NCC(F)(F)F,C17H16F4N4OS,400.4,ZANRKERFQZBEKN-TVPGTPATSA-N,170082857,aromatic_hetero,
"2-[5-(cyclopropylmethyl)-4-ethyl-3-[4-fluoro-3-[2-(5-methyl-2,3-dihydrofuran-2-yl)ethynyl]cyclohexa-1,3-dien-1-yl]pyrazol-1-yl]-1,3-thiazole-4-carbaldehyde",CCC1=C(N(N=C1C2=CC(=C(CC2)F)C#CC3CC=C(O3)C)C4=NC(=CS4)C=O)CC5CC5,C26H26FN3O2S,463.6,CBFXHAPYWKBCDL-UHFFFAOYSA-N,156568377,aromatic_hetero,
"5-(6-chloro-6-fluorocyclohexa-2,4-dien-1-yl)-1,2-oxazole-3-carbaldehyde",C1=CC(C(C=C1)(F)Cl)C2=CC(=NO2)C=O,C10H7ClFNO2,227.62,JXRHWENJMZCASF-UHFFFAOYSA-N,87708880,aromatic_hetero,
"3-[(E)-but-1-enyl]-5-[2-(3-fluoro-3-methylazetidine-1-carbonyl)-1,4,5,6-tetrahydropyrrolo[2,3-b]pyridin-7-yl]-1H-pyrrole-2-carbaldehyde",CC/C=C/C1=C(NC(=C1)N2CCCC3=C2NC(=C3)C(=O)N4CC(C4)(C)F)C=O,C21H25FN4O2,384.4,IOLWIMCZSSWISO-GQCTYLIASA-N,166886551,aromatic_hetero,
"5-[[2-(3,4-dihydro-2H-chromen-4-ylmethyl)-3,3,3-trifluoro-2-hydroxypropylidene]amino]-2-benzofuran-1-carbaldehyde",C1COC2=CC=CC=C2C1CC(C=NC3=CC4=COC(=C4C=C3)C=O)(C(F)(F)F)O,C22H18F3NO4,417.4,MDQHUTDDVUHSKO-UHFFFAOYSA-N,175256188,aromatic_hetero,
3-(4-bromophenyl)-1-pyridin-4-ylindolizine-2-carbaldehyde,C1=CC2=C(C(=C(N2C=C1)C3=CC=C(C=C3)Br)C=O)C4=CC=NC=C4,C20H13BrN2O,377.2,AZTBRCQNOSSCOG-UHFFFAOYSA-N,166637461,aromatic_hetero,
"[(3R,5R,8R,9S,10S,13R,14S,17R)-17-[(2R)-4-(5-formyl-1,3-oxazol-2-yl)butan-2-yl]-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate",C[C@H](CCC1=NC=C(O1)C=O)[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC[C@H]5[C@@]4(CC[C@H](C5)OC(=O)C)C)C,C29H43NO4,469.7,ZOBWRATXXWAYCL-BFVDRJPFSA-N,154713467,aromatic_hetero,
"5-(2,2,2-trifluoroethyl)-4,5,6,7-tetrahydro-2H-pyrazolo[3,4-b]pyridine-3-carbaldehyde",C1C(CNC2=NNC(=C21)C=O)CC(F)(F)F,C9H10F3N3O,233.19,DNLRHBVWFCRQND-UHFFFAOYSA-N,169281651,aromatic_hetero,
"5-[(E)-3-(2,4-dihydroxyphenyl)-3-oxoprop-1-enyl]-2-(4-hydroxyphenyl)-1-benzofuran-3-carbaldehyde",C1=CC(=CC=C1C2=C(C3=C(O2)C=CC(=C3)/C=C/C(=O)C4=C(C=C(C=C4)O)O)C=O)O,C24H16O6,400.4,QTLOYOSKGRNTNQ-XLUWADSXSA-N,14376455,aromatic_hetero,
"3-(1,1-dioxo-1,2,5-thiadiazolidin-2-yl)-6-fluoro-1-[(5-fluoro-3a,7a-dihydro-1H-indazol-6-yl)methyl]-5-methylindole-2-carbaldehyde",CC1=CC2=C(C=C1F)N(C(=C2N3CCNS3(=O)=O)C=O)CC4=CC5C(C=C4F)C=NN5,C20H19F2N5O3S,447.5,CDJXJEOZBVTOKG-UHFFFAOYSA-N,89410510,aromatic_hetero,
"6-amino-2-fluoro-4-[6-[6-[(2-methoxy-2,3-dihydropyridin-5-yl)methyl]-3,6-diazabicyclo[3.1.1]heptan-3-yl]-3-pyridinyl]pyrazolo[1,5-a]pyridine-3-carbaldehyde",COC1CC=C(C=N1)CN2C3CC2CN(C3)C4=NC=C(C=C4)C5=CC(=CN6C5=C(C(=N6)F)C=O)N,C25H26FN7O2,475.5,FTLHUOXEIFXIQI-UHFFFAOYSA-N,167045865,aromatic_hetero,
"(2E)-2-(4-cyclopropylsulfonylphenyl)-N-(5-formyl-1,3-thiazol-2-yl)-2-[(3R)-oxolan-3-yl]oxyiminoacetamide",C1COC[C@@H]1O/N=C(\C2=CC=C(C=C2)S(=O)(=O)C3CC3)/C(=O)NC4=NC=C(S4)C=O,C19H19N3O6S2,449.5,NVWOBQSFKGVUPZ-OVEYAIEOSA-N,15953097,aromatic_hetero,
"3-[[6-(2-aminoethylamino)-5-fluoro-3-formyl-2-pyridinyl]amino]-N-cyclohexa-1,2,5-trien-1-ylbenzamide",C1C=CC(=C=C1)NC(=O)C2=CC(=CC=C2)NC3=NC(=C(C=C3C=O)F)NCCN,C21H20FN5O2,393.4,GQRRFBFSINPWIZ-UHFFFAOYSA-N,87519180,aromatic_hetero,
"4-[3,3,4,4,5,5-hexafluoro-2-(5-methoxy-2-methylthiophen-3-yl)cyclopenten-1-yl]-5-methylthiophene-2-carbaldehyde",CC1=C(C=C(S1)C=O)C2=C(C(C(C2(F)F)(F)F)(F)F)C3=C(SC(=C3)OC)C,C17H12F6O2S2,426.4,DYKYCPJCNCWXFA-UHFFFAOYSA-N,118477602,aromatic_hetero,
N-tert-butyl-4-[[1-(1-cyanopropan-2-yl)-5-[(Z)-2-(fluoroamino)ethenyl]-4-formylpyrazol-3-yl]amino]benzenesulfonamide,CC(CC#N)N1C(=C(C(=N1)NC2=CC=C(C=C2)S(=O)(=O)NC(C)(C)C)C=O)/C=C\NF,C20H25FN6O3S,448.5,CMDKJBYALNMHNL-BENRWUELSA-N,134287488,aromatic_hetero,
"5-[(2Z,4E,6E)-deca-2,4,6-trien-5-yl]-3-[(Z)-3-(5-ethylsulfanyl-2-fluoro-4-methylanilino)-2-methylbut-2-enyl]thiophene-2-carbaldehyde",CCC/C=C/C(=C\C=C/C)/C1=CC(=C(S1)C=O)C/C(=C(/C)\NC2=C(C=C(C(=C2)SCC)C)F)/C,C29H36FNOS2,497.7,DGHSKNQZTQQXPM-MXILELMHSA-N,173814846,aromatic_hetero,
(2R)-2-[(3-acetyl-5-formyl-1-methylpyrrol-2-yl)methylamino]-3-sulfanylpropanoic acid,CC(=O)C1=C(N(C(=C1)C=O)C)CN[C@@H](CS)C(=O)O,C12H16N2O4S,284.33,CEVCJSBEPUUPFU-JTQLQIEISA-N,129720184,aromatic_hetero,
"11-prop-1-enyl-9-trimethylsilyl-4,7,10-trithiatricyclo[6.3.0.02,6]undeca-1(11),2,5,8-tetraene-3-carbaldehyde",CC=CC1=C2C3=C(SC=C3SC2=C(S1)[Si](C)(C)C)C=O,C15H16OS3Si,336.6,FPLKQKWPICYMHU-UHFFFAOYSA-N,135032017,aromatic_hetero,
"2-[6-(2-fluorooxetan-3-yl)-1H-indazol-3-yl]-5-(2-trimethylsilylethoxymethyl)pyrrolo[2,3-b]pyrazine-7-carbaldehyde",C[Si](C)(C)CCOCN1C=C(C2=NC(=CN=C21)C3=NNC4=C3C=CC(=C4)C5COC5F)C=O,C23H26FN5O3Si,467.6,YBRCWNWEGBQODH-UHFFFAOYSA-N,89421059,aromatic_hetero,
"5-[(1S,3aR,6aS)-2-[6-methyl-4-(trifluoromethyl)-2-pyridinyl]-3-oxo-1,3a,4,5,6,6a-hexahydrocyclopenta[c]pyrrol-1-yl]-4-(3-methylphenyl)-1,2,4-triazole-3-carbaldehyde",CC1=CC(=CC=C1)N2C(=NN=C2[C@@H]3[C@H]4CCC[C@H]4C(=O)N3C5=NC(=CC(=C5)C(F)(F)F)C)C=O,C24H22F3N5O2,469.5,KVJFPTRWZNLVEB-UEXGIBASSA-N,176133069,aromatic_hetero,
"5-[(4-cyano-N-(4-formyl-5-methyl-1,3-thiazol-2-yl)anilino)methyl]-2-(trifluoromethyl)benzonitrile",CC1=C(N=C(S1)N(CC2=CC(=C(C=C2)C(F)(F)F)C#N)C3=CC=C(C=C3)C#N)C=O,C21H13F3N4OS,426.4,DWGVIDUGQAXUKR-UHFFFAOYSA-N,155027770,aromatic_hetero,
5-[hydroxy-(6-oxocyclohexen-1-yl)methyl]thiophene-3-carbaldehyde,C1CC=C(C(=O)C1)C(C2=CC(=CS2)C=O)O,C12H12O3S,236.29,XFIVCYVDZPIDTJ-UHFFFAOYSA-N,162368603,aromatic_hetero,
6-[[(2S)-2-aminocyclohexyl]amino]-2-(1-amino-3-methyliminoprop-1-en-2-yl)-5-fluoro-4-(methylaminomethyl)pyridine-3-carbaldehyde,CNCC1=C(C(=NC(=C1F)NC2CCCC[C@@H]2N)C(=CN)C=NC)C=O,C18H27FN6O,362.4,WZBWHLXYVZUUIV-MLCCFXAWSA-N,173888387,aromatic_hetero,
"5-(4,4-difluorobutyl)-3-methyl-4,6-dioxo-7-(2-propoxyethyl)thieno[2,3-b]pyridine-2-carbaldehyde",CCCOCCN1C(=O)C(C(=O)C2=C1SC(=C2C)C=O)CCCC(F)F,C18H23F2NO4S,387.4,VMDNMZKRBVKTDV-UHFFFAOYSA-N,162597110,aromatic_hetero,
"5-chloro-1,7,8,9-tetrahydropyrano[2,3-g]indole-3-carbaldehyde",C1CC2=C3C(=CC(=C2OC1)Cl)C(=CN3)C=O,C12H10ClNO2,235.66,DKGOVMZBHKKYLG-UHFFFAOYSA-N,12831973,aromatic_hetero,
"4-[[3-(7-amino-2-oxochromen-3-yl)triazol-4-yl]methoxy]-2-pyridin-2-yl-1,3-thiazole-5-carbaldehyde",C1=CC=NC(=C1)C2=NC(=C(S2)C=O)OCC3=CN=NN3C4=CC5=C(C=C(C=C5)N)OC4=O,C21H14N6O4S,446.4,HNDVGXQXLBOBRO-UHFFFAOYSA-N,129904920,aromatic_hetero,
7H-purine-6-carbaldehyde,C1=NC2=NC=NC(=C2N1)C=O,C6H4N4O,148.12,NQFHKZPSNYOBIR-UHFFFAOYSA-N,23422043,aromatic_hetero,
"2-(8-chloro-6-formyl-7-methyl-1-oxospiro[2,4-dihydropyrrolo[3,4-b][1,4,5]oxathiazepine-3,4'-piperidine]-1'-yl)-2-oxo-N-(1,1,1-trifluoropropan-2-yl)acetamide",CC(C(F)(F)F)NC(=O)C(=O)N1CCC2(CC1)COC3=C(N(C(=C3S(=O)N2)Cl)C)C=O,C17H20ClF3N4O5S,484.9,NXHPMYJGTZSGAD-UHFFFAOYSA-N,166713023,aromatic_hetero,
"3,4-difluoro-1-[4-[4-(10H-phenoxazin-1-yl)phenyl]phenyl]pyrrole-2-carbaldehyde",C1=CC=C2C(=C1)NC3=C(C=CC=C3O2)C4=CC=C(C=C4)C5=CC=C(C=C5)N6C=C(C(=C6C=O)F)F,C29H18F2N2O2,464.5,KFCMJJWBHXNJAU-UHFFFAOYSA-N,175313291,aromatic_hetero,
"2-(4-ethyl-2,2-dimethylpyrrolidin-1-yl)-6-[[(Z)-3-(methylamino)-3-[2-[1-(trifluoromethyl)cyclopropyl]ethoxy]prop-1-enyl]amino]pyridine-3-carbaldehyde",CCC1CC(N(C1)C2=C(C=CC(=N2)N/C=C\C(NC)OCCC3(CC3)C(F)(F)F)C=O)(C)C,C24H35F3N4O2,468.6,IJPXRGIWSDNPRG-WQLSENKSSA-N,169897929,aromatic_hetero,
"5-[4-[4-(2,6-dioxopiperidin-3-yl)-3,5-difluorophenyl]piperazin-1-yl]pyrimidine-2-carbaldehyde",C1CC(=O)NC(=O)C1C2=C(C=C(C=C2F)N3CCN(CC3)C4=CN=C(N=C4)C=O)F,C20H19F2N5O3,415.4,DYAUEWWOZYZLNX-UHFFFAOYSA-N,176364449,aromatic_hetero,
"3-[[[(3E,5Z)-5-chloro-3-[[2,2-difluoropropyl(methyl)amino]methyl]-6-hydroxyhexa-3,5-dien-2-yl]-methylamino]methyl]-4-formyl-N-hydroxypyridine-2-carboxamide",CC(/C(=C/C(=C/O)/Cl)/CN(C)CC(C)(F)F)N(C)CC1=C(C=CN=C1C(=O)NO)C=O,C20H27ClF2N4O4,460.9,OGUOOLLXYMJIFR-VUVVSEGISA-N,130390223,aromatic_hetero,
3-[3-(methoxymethoxy)prop-1-ynyl]-1-(methoxymethyl)indole-2-carbaldehyde,COCN1C2=CC=CC=C2C(=C1C=O)C#CCOCOC,C16H17NO4,287.31,IJICYQBRRHVODI-UHFFFAOYSA-N,102007160,aromatic_hetero,
"N-[4-(4-chloro-2-hydroxybutoxy)-5-cyano-2-pyridinyl]-7-formyl-6-(hydroxymethyl)-3,4-dihydro-2H-1,8-naphthyridine-1-carboxamide",C1CC2=CC(=C(N=C2N(C1)C(=O)NC3=NC=C(C(=C3)OCC(CCCl)O)C#N)C=O)CO,C21H22ClN5O5,459.9,WFDCPWMWPOCEFP-UHFFFAOYSA-N,118036772,aromatic_hetero,
"4-[4-formyl-3-[(3S,8R,9S,10R,13S,14S)-3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15-decahydro-1H-cyclopenta[a]phenanthren-17-yl]pyrazol-1-yl]benzonitrile",C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4C5=NN(C=C5C=O)C6=CC=C(C=C6)C#N)C)O,C30H33N3O2,467.6,LQBRGNDXMJUJFG-SUAVODKESA-N,134137992,aromatic_hetero,
"2-[3-ethylsulfinyl-6-(1,2,4-triazol-1-yl)-2-pyridinyl]-3-methyl-5-[(Z)-3,3,3-trifluoro-2-[methoxy(methyl)amino]prop-1-enyl]imidazole-4-carbaldehyde",CCS(=O)C1=C(N=C(C=C1)N2C=NC=N2)C3=NC(=C(N3C)C=O)/C=C(/C(F)(F)F)\N(C)OC,C19H20F3N7O3S,483.5,HVHWAUKBKXJNQH-NVNXTCNLSA-N,166735794,aromatic_hetero,
"tert-butyl N-[(2R,3S)-1-[5-chloro-3-formyl-7-(thiophen-2-ylmethylamino)furo[3,2-b]pyridin-2-yl]-3-fluorobutan-2-yl]carbamate",C[C@@H]([C@@H](CC1=C(C2=C(O1)C(=CC(=N2)Cl)NCC3=CC=CS3)C=O)NC(=O)OC(C)(C)C)F,C22H25ClFN3O4S,482.0,RZCNAMQXSDRUDM-SWLSCSKDSA-N,170335787,aromatic_hetero,
"4-[(1R,8S,10R)-10-[(1R)-1,2-dihydroxyethyl]-5-formyl-8-(hydroxymethyl)-9,11-dioxa-4-azatricyclo[6.2.1.02,6]undeca-2,5-dien-4-yl]butanoic acid",C1C2=C(N(C=C2[C@@H]3[C@H](O[C@]1(O3)CO)[C@@H](CO)O)CCCC(=O)O)C=O,C16H21NO8,355.34,LXADGGJDOWKFNH-MIGQKNRLSA-N,71681275,aromatic_hetero,
"4,5-bis(2-methylprop-1-enyl)-2-propan-2-ylthiophene-3-carbaldehyde",CC(C)C1=C(C(=C(S1)C=C(C)C)C=C(C)C)C=O,C16H22OS,262.4,MNUGDWDJUMCZCW-UHFFFAOYSA-N,134893730,aromatic_hetero,
"1-(2-formylpyrrol-1-yl)but-3-en-2-yl 2,2,2-trichloroethanimidate",C=CC(CN1C=CC=C1C=O)OC(=N)C(Cl)(Cl)Cl,C11H11Cl3N2O2,309.6,APABEKCXHCEWFS-UHFFFAOYSA-N,176439026,aromatic_hetero,
"(11E)-2-amino-11-benzylidene-7-butyl-6,8,9,10-tetrahydro-5H-benzo[b][1,10]phenanthroline-3-carbaldehyde",CCCCC1=C2CCC/C(=C\C3=CC=CC=C3)/C2=NC4=C1CCC5=CC(=C(N=C54)N)C=O,C28H29N3O,423.5,RAUGILAPUMKQMN-XDJHFCHBSA-N,5467334,aromatic_hetero,
"3-[(6aR,9S,10aR)-7-(cyclopropylmethyl)-5-formyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinolin-9-yl]-1,1-diethylurea",CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](CC3=C(NC4=CC=CC2=C34)C=O)N(C1)CC5CC5,C24H32N4O2,408.5,HIPFJAVTSRJBMQ-AQOAWAETSA-N,14723103,aromatic_hetero,
"2-[3-[4-(dimethylamino)phenyl]-5-(4-hydroxy-3-methylphenyl)-3,4-dihydropyrazol-2-yl]pyridine-4-carbaldehyde",CC1=C(C=CC(=C1)C2=NN(C(C2)C3=CC=C(C=C3)N(C)C)C4=NC=CC(=C4)C=O)O,C24H24N4O2,400.5,VDBYCXVBHOEYMK-UHFFFAOYSA-N,136655708,aromatic_hetero,
